sub,ses,cond,trial,p300_mean,theta_mean
sub-11,ses-S3,2b,58,7.646401293132878e-06,1.911984299170601e-12
sub-11,ses-S3,2b,59,2.104784336865789e-06,1.2328825861121539e-12
sub-11,ses-S3,2b,60,-7.798171374834914e-08,4.6868034816368475e-12
sub-11,ses-S3,2b,61,1.3495700929543966e-06,2.4914178064695284e-12
sub-11,ses-S3,2b,62,9.009754296458648e-07,9.303363132035409e-13
sub-11,ses-S3,2b,63,3.466098660650403e-06,1.439373056231474e-12
sub-11,ses-S3,2b,64,-2.812309014442949e-06,1.307697388553946e-12
sub-11,ses-S3,2b,65,7.006067562124895e-06,1.2447501416100733e-12
sub-11,ses-S3,2b,66,-1.0799544309365407e-06,5.32934936692577e-12
sub-11,ses-S3,2b,67,1.8079623184906243e-06,1.7466131931083637e-12
sub-11,ses-S3,2b,68,4.057988135626353e-07,8.210018833161675e-13
sub-11,ses-S3,2b,69,4.117958576775802e-06,2.23699661010511e-12
sub-11,ses-S3,2b,70,4.604917462061089e-06,2.9500765656011667e-12
sub-11,ses-S3,2b,71,3.4478596674255586e-06,1.3122814723428055e-12
sub-11,ses-S3,2b,72,2.2012371195805495e-06,9.729578980236294e-13
sub-11,ses-S3,2b,73,-5.354674381755705e-07,1.4680771646687322e-12
sub-11,ses-S3,2b,74,1.430688923080652e-06,8.76826579755144e-13
sub-11,ses-S3,2b,75,-2.535548101062231e-08,3.774482327148365e-12
sub-11,ses-S3,2b,76,-1.7069177957146165e-06,7.286364102166399e-13
sub-11,ses-S3,2b,77,1.982760824081625e-06,3.963587538441422e-12
sub-11,ses-S3,2b,78,5.735456481909955e-06,1.1848730257337277e-12
sub-11,ses-S3,2b,79,1.8418168031962984e-06,2.4842322960553913e-12
sub-11,ses-S3,2b,80,-4.731244945387867e-06,2.4558055601072032e-12
sub-11,ses-S3,2b,81,3.1066324215719008e-06,1.0848421436859372e-12
sub-11,ses-S3,2b,82,-5.11216770053504e-07,1.630842566222201e-12
sub-11,ses-S3,2b,83,-5.147445886324693e-07,1.6146788788127892e-12
sub-11,ses-S3,2b,84,-2.624720496901703e-06,3.4358521512579125e-12
sub-11,ses-S3,2b,85,1.4867569167204192e-06,2.94673352628305e-12
sub-11,ses-S3,2b,86,2.295642238221952e-06,6.414017568200015e-13
sub-11,ses-S3,2b,87,-1.9234328290712935e-06,2.7170184757998065e-12
sub-11,ses-S3,2b,88,5.8674174143180395e-06,4.7586520390380746e-12
sub-11,ses-S3,2b,89,-9.022399375407411e-07,4.363827188454342e-12
sub-11,ses-S3,2b,90,-1.3455451942205897e-06,2.9965941602584062e-12
sub-11,ses-S3,2b,91,4.212156134351516e-06,1.1579505030064332e-12
sub-11,ses-S3,2b,92,-2.796725028614131e-06,1.0888736756707703e-12
sub-11,ses-S3,2b,93,3.827866623682486e-06,5.5610835609033076e-12
sub-11,ses-S3,2b,94,4.363589243350284e-06,3.533960864165738e-12
sub-11,ses-S3,2b,95,-8.503090371223321e-07,3.5616673386452935e-12
sub-11,ses-S3,2b,96,3.875883532980211e-06,2.667268677115731e-12
sub-11,ses-S3,2b,97,2.8390520398134128e-06,4.554055905458763e-12
sub-11,ses-S3,2b,98,2.8039362093147277e-06,2.194123334167509e-12
sub-11,ses-S3,2b,99,-1.8740074275573419e-06,7.479620430853585e-13
sub-11,ses-S3,2b,100,2.7924370670384714e-06,6.803844133487072e-13
sub-11,ses-S3,2b,101,-8.804524976163052e-07,1.1408308945751533e-12
sub-11,ses-S3,2b,102,-1.4880490473111249e-06,6.624273530903001e-13
sub-11,ses-S3,2b,103,1.02731055309845e-06,7.0105129115173864e-12
sub-11,ses-S3,2b,104,1.3676119840007942e-06,2.280489985758928e-12
sub-11,ses-S3,2b,105,4.099328696002329e-06,2.089041543629763e-12
sub-11,ses-S3,2b,106,2.814941673594734e-06,4.5801327535377515e-12
sub-11,ses-S3,2b,107,1.6014389984433504e-06,2.5988275911142643e-12
sub-11,ses-S3,2b,108,4.711607219058089e-06,3.224525740670638e-12
sub-11,ses-S3,2b,109,1.0898025851190955e-06,1.8582787729247005e-12
sub-11,ses-S3,2b,110,-1.453218127967925e-07,4.39090113654607e-13
sub-11,ses-S3,2b,111,-3.675174194063891e-06,6.848548134593735e-13
sub-11,ses-S3,2b,112,3.7175960447683244e-06,2.948999655130955e-12
sub-11,ses-S3,2b,113,1.9001538334485062e-06,5.72668603063114e-12
sub-11,ses-S3,2b,114,3.5971870080497042e-06,3.5548129295115953e-12
sub-11,ses-S3,2b,115,-2.0670828308877212e-07,4.6919231105709585e-12
sub-11,ses-S3,2b,116,2.9103673057026905e-07,3.0924840981695952e-12
sub-11,ses-S3,2b,117,6.610688536776742e-06,6.52341039447542e-12
sub-11,ses-S3,2b,118,-6.930052669339352e-06,4.41551559333148e-12
sub-11,ses-S3,2b,119,-3.1934047272559803e-07,1.991781726594274e-12
sub-11,ses-S3,2b,120,-3.7098666444191864e-06,2.272509229883569e-12
sub-11,ses-S3,2b,121,-2.0479611750498826e-06,2.0357168042773105e-12
sub-11,ses-S3,2b,122,4.814755792362611e-06,2.3652460318888094e-12
sub-11,ses-S3,2b,123,-3.8038105005674573e-06,7.780883123878057e-12
sub-11,ses-S3,2b,124,-4.230287860731122e-06,3.932068339633712e-12
sub-11,ses-S3,2b,125,6.779881402690243e-07,4.2137389677986076e-12
sub-11,ses-S3,2b,126,1.294824536274606e-06,2.65659702793547e-12
sub-11,ses-S3,2b,127,-2.1980031701285472e-06,1.8138962756648206e-12
sub-11,ses-S3,2b,128,3.228372840420978e-06,2.041957684760029e-12
sub-11,ses-S3,2b,129,2.7763278232588836e-06,1.7313709940451832e-12
sub-11,ses-S3,2b,130,-2.4777848966953815e-06,8.547480404762591e-13
sub-11,ses-S3,2b,131,5.6144139026113084e-08,1.3984220590968364e-12
sub-11,ses-S3,2b,132,4.735286183936765e-06,2.6433017191179785e-12
sub-11,ses-S3,2b,133,6.208153342810616e-07,3.809081999071391e-12
sub-11,ses-S3,2b,134,-5.811489557755155e-07,1.9278327925573026e-12
sub-11,ses-S3,2b,135,2.431689087702705e-06,2.807598131428538e-12
sub-11,ses-S3,2b,136,2.407062683811246e-06,2.777928655633841e-12
sub-11,ses-S3,2b,137,2.4006677088490827e-06,9.041154832019516e-13
sub-11,ses-S3,2b,138,-5.540889809101786e-07,1.9669031568668255e-12
sub-11,ses-S3,2b,139,4.72680428655663e-06,1.9305564773533282e-12
sub-11,ses-S3,2b,140,-7.076896892646451e-07,2.0107440033904557e-12
sub-11,ses-S3,2b,141,-4.879959795667978e-06,7.221760857468098e-13
sub-11,ses-S3,2b,142,-5.859006142710081e-06,5.894106902435227e-13
sub-11,ses-S3,2b,143,-5.76607840915923e-07,3.905761715470024e-12
sub-11,ses-S3,2b,144,2.0440472757916056e-06,3.2040808027402206e-12
sub-11,ses-S3,2b,145,2.7494992635226605e-06,4.997634106023023e-12
sub-11,ses-S3,2b,146,2.6594322460621678e-06,2.2282662894232608e-12
sub-11,ses-S3,2b,147,-1.8475293726671544e-06,3.0262372885702634e-12
sub-11,ses-S3,2b,148,-5.489293428025934e-07,2.5279539642314035e-12
sub-11,ses-S3,2b,149,9.242984749109101e-07,1.3697866620262972e-12
sub-11,ses-S3,2b,150,-1.0322615805785112e-06,2.962298636290282e-12
sub-11,ses-S3,2b,151,-2.9505499544583428e-06,2.755613062232944e-12
sub-11,ses-S3,2b,152,-7.1904975491218e-06,1.853371719426289e-12
sub-11,ses-S3,2b,153,-7.172208945505205e-06,1.859666153735363e-12
sub-11,ses-S3,2b,154,1.3222721798060516e-06,2.2658295247923268e-12
sub-11,ses-S3,2b,155,-4.853945780481526e-07,2.710274588705399e-12
sub-11,ses-S3,2b,156,3.6407309215345176e-06,1.5396505542375176e-12
sub-11,ses-S3,2b,157,-5.721337727830932e-06,1.8781557351219003e-12
sub-11,ses-S3,2b,158,8.338443913724421e-07,1.668001882468096e-12
sub-11,ses-S3,2b,159,2.6108926269447623e-06,3.2150548922989906e-12
sub-11,ses-S3,2b,160,1.3984154143083113e-06,3.06669886913672e-12
sub-11,ses-S3,2b,161,-6.312821755874812e-07,3.197399221519773e-12
sub-11,ses-S3,2b,162,3.0170316294350907e-06,3.1085118010581985e-12
sub-11,ses-S3,2b,163,-5.431786734102933e-06,1.393116189843893e-12
sub-11,ses-S3,2b,164,-1.3958507076634255e-06,1.2293344015630405e-12
sub-11,ses-S3,2b,165,-4.6808595801185826e-08,3.210545606150654e-12
sub-11,ses-S3,2b,166,-2.37996720051875e-07,2.730293011548857e-12
sub-11,ses-S3,2b,167,1.75429447934613e-07,3.881122937778424e-12
sub-11,ses-S3,2b,168,-4.03095730526804e-06,5.0057917970453985e-12
sub-11,ses-S3,2b,169,3.4416228444181366e-06,1.1915710115406392e-12
sub-11,ses-S3,2b,170,2.27716332865631e-06,1.4586426626177507e-12
sub-11,ses-S3,2b,171,-1.919273555647246e-06,1.8009901978932363e-12
sub-11,ses-S3,2b,172,5.036031726486491e-06,1.5760199363238626e-12
sub-11,ses-S3,2b,173,1.1863145909825817e-06,1.376838040255273e-12
sub-11,ses-S3,2b,174,-5.201743062445032e-06,1.601085029570908e-12
sub-11,ses-S3,2b,175,2.830480020344229e-06,3.0920550482610673e-12
sub-11,ses-S3,2b,176,-4.7461113105338707e-07,2.4060921611091208e-12
sub-11,ses-S3,2b,177,-5.548757609241229e-07,2.3939448778493034e-12
sub-11,ses-S3,2b,178,2.3160782024417405e-06,2.6705847916337613e-12
sub-11,ses-S3,2b,179,4.435369044733343e-06,2.551744900334759e-12
sub-11,ses-S3,2b,180,-3.203482695957649e-06,3.789799116275439e-12
sub-11,ses-S3,2b,181,-5.508063076799687e-06,2.2070469101667398e-12
sub-11,ses-S3,2b,182,-5.32077450604946e-07,1.098208810813549e-12
sub-11,ses-S3,2b,183,-2.897140088394926e-06,1.1962534492666239e-12
sub-11,ses-S3,2b,184,-2.1020345178572534e-06,3.425071454375556e-12
sub-11,ses-S3,2b,185,-1.824395458740773e-07,2.001128389423829e-12
sub-11,ses-S3,2b,186,1.4096425138783122e-08,1.1429874293688821e-12
sub-11,ses-S3,2b,187,4.99019319755871e-06,2.6523616906490653e-12
sub-11,ses-S3,2b,188,2.0363036912979106e-07,8.038938706273185e-13
sub-11,ses-S3,2b,189,9.218976819756772e-07,3.235842527267011e-12
sub-11,ses-S3,2b,190,-6.1405330740769125e-06,4.427600124543814e-12
sub-11,ses-S3,2b,191,3.103055240530856e-06,1.0581741919009978e-12
sub-11,ses-S3,2b,192,-4.585654789283838e-06,3.3387247519617356e-12
sub-11,ses-S3,2b,193,7.635204520783292e-06,9.439266044602211e-13
sub-11,ses-S3,2b,194,4.850880347280507e-06,1.4236483994063202e-12
sub-11,ses-S3,2b,195,1.6638527088283157e-07,1.9650147196156243e-12
sub-11,ses-S3,2b,196,-2.027131723808447e-06,2.8251228420671974e-12
sub-11,ses-S3,2b,197,8.095668232987429e-07,8.048479155960507e-13
sub-11,ses-S3,2b,198,5.4316172426525435e-06,4.838953765678098e-12
sub-11,ses-S3,2b,199,6.249987644419952e-06,9.064161630061719e-13
sub-11,ses-S3,2b,200,-1.2225403282101528e-06,1.8449176169912305e-12
sub-11,ses-S3,2b,201,8.536548070768879e-08,2.3106190973088006e-12
sub-11,ses-S3,2b,202,-2.5756937142316585e-07,8.023357383598355e-12
sub-11,ses-S3,2b,203,-3.0933458160215094e-06,1.2081271101787769e-12
sub-11,ses-S3,2b,204,6.937233377157707e-06,1.1760333699171285e-12
sub-11,ses-S3,2b,205,-1.6508423466827054e-06,2.10050454408298e-12
sub-11,ses-S3,2b,206,1.8060071420478667e-06,6.041675368909282e-13
sub-11,ses-S3,2b,207,5.8516847852026725e-06,2.2924224524777766e-12
sub-12,ses-S1,0b,1,1.662381547314677e-06,2.0820503491182677e-12
sub-12,ses-S1,0b,2,3.3868109708796082e-06,7.910876847316692e-13
sub-12,ses-S1,0b,3,1.4291675466141535e-06,1.4274060827153004e-12
sub-12,ses-S1,0b,4,-3.6658537856453166e-06,7.740437068116279e-13
sub-12,ses-S1,0b,5,-2.762333641125753e-06,1.2251733848989656e-12
sub-12,ses-S1,0b,6,8.042222705047805e-06,1.5052958712203984e-12
sub-12,ses-S1,0b,7,-3.4438507283021135e-06,6.823956764421561e-13
sub-12,ses-S1,0b,8,-1.0097756171400586e-06,1.4270668255003103e-12
sub-12,ses-S1,0b,9,5.248022530421533e-06,7.046243749777973e-13
sub-12,ses-S1,0b,10,4.917958822315939e-06,1.146826913845941e-12
sub-12,ses-S1,0b,11,-6.683856336019702e-06,1.3169066887430287e-12
sub-12,ses-S1,0b,12,1.5075757763782495e-06,1.1925870432807864e-12
sub-12,ses-S1,0b,13,1.0360491447919881e-05,1.5949684707920706e-12
sub-12,ses-S1,0b,14,-7.422959562907108e-06,2.516725471221746e-12
sub-12,ses-S1,0b,15,3.624000591964423e-06,6.765503120563228e-13
sub-12,ses-S1,0b,16,2.7497714030435308e-06,2.9560572866319562e-12
sub-12,ses-S1,0b,17,-2.6596806422781957e-06,1.928615305450045e-12
sub-12,ses-S1,0b,18,5.286098781440593e-07,1.0242855725354908e-12
sub-12,ses-S1,0b,19,-1.424290321085788e-07,9.855602837760737e-13
sub-12,ses-S1,0b,20,1.2614039386685175e-05,2.3358593534388307e-12
sub-12,ses-S1,0b,21,-1.7941571849436945e-06,2.388284347217256e-12
sub-12,ses-S1,0b,22,3.0693240151914476e-06,8.100802426000814e-13
sub-12,ses-S1,0b,23,6.639820082579814e-06,1.703404916876899e-12
sub-12,ses-S1,0b,24,-9.176486303782784e-06,1.219633259140471e-12
sub-12,ses-S1,0b,25,-1.7504093644364305e-07,2.253737575246205e-12
sub-12,ses-S1,0b,26,4.602263931217897e-06,1.5255459500500173e-12
sub-12,ses-S1,0b,27,-4.147203106250814e-07,1.157077994153439e-12
sub-12,ses-S1,0b,28,-1.5157317770156482e-06,6.944304023954413e-13
sub-12,ses-S1,0b,29,2.218433278527674e-06,1.2851340124941087e-12
sub-12,ses-S1,0b,30,-1.4768706982683015e-06,5.16342200586041e-13
sub-12,ses-S1,0b,31,5.9435545395808915e-06,1.8467862429766916e-12
sub-12,ses-S1,0b,32,-3.5494078079942192e-06,1.0758300959582143e-12
sub-12,ses-S1,0b,33,7.749113637845729e-06,2.7540103908677274e-12
sub-12,ses-S1,0b,34,8.728929570134615e-06,1.5619788961123413e-12
sub-12,ses-S1,0b,35,1.174883367477883e-05,2.4813951653949326e-12
sub-12,ses-S1,0b,36,-1.3941725416245388e-05,3.201102592115932e-12
sub-12,ses-S1,0b,37,6.2341494552080445e-06,1.0077727544103203e-12
sub-12,ses-S1,0b,38,1.1676783242467318e-05,7.076575862385476e-13
sub-12,ses-S1,0b,39,-2.5100415559667363e-06,7.880458851315604e-13
sub-12,ses-S1,0b,40,4.965456934963907e-06,2.4335828355220902e-12
sub-12,ses-S1,0b,41,-4.787084697684882e-06,2.533163301080597e-12
sub-12,ses-S1,0b,42,-2.0717838719490715e-06,1.698750130158864e-12
sub-12,ses-S1,0b,43,9.17671769996525e-07,2.6948287927060553e-12
sub-12,ses-S1,0b,44,3.6301257274759487e-06,7.646673799330543e-13
sub-12,ses-S1,0b,45,-2.45814834083815e-06,1.1829233639785459e-12
sub-12,ses-S1,0b,46,2.24533167210309e-06,1.2980740331071714e-12
sub-12,ses-S1,0b,47,9.529817814383034e-06,1.2017676871809172e-12
sub-12,ses-S1,0b,48,-6.0083537540860345e-06,2.373291804671066e-12
sub-12,ses-S1,0b,49,-2.105335122042464e-06,1.6334670752266572e-12
sub-12,ses-S1,0b,50,9.770619510848755e-06,2.232248230305544e-12
sub-12,ses-S1,0b,51,-5.553566999757049e-06,1.205592179086967e-12
sub-12,ses-S1,0b,52,2.1618080288709393e-06,1.7814485682101068e-12
sub-12,ses-S1,0b,53,1.0220278229178792e-05,8.310350953390398e-13
sub-12,ses-S1,0b,54,-8.443198808590194e-07,1.872905523915966e-12
sub-12,ses-S1,0b,55,6.896572287046338e-06,3.912356868030047e-12
sub-12,ses-S1,0b,56,3.6514817450767554e-06,2.095036976394931e-12
sub-12,ses-S1,0b,57,2.524280814653238e-07,1.5776191051506408e-12
sub-12,ses-S1,0b,58,2.035665138861108e-06,2.635335363265237e-12
sub-12,ses-S1,0b,59,7.902986874596709e-07,2.5533969526662663e-12
sub-12,ses-S1,0b,60,5.11027857278755e-06,1.1202015325675443e-12
sub-12,ses-S1,0b,61,3.1044775485491916e-06,4.422177693820137e-12
sub-12,ses-S1,0b,62,6.867853803431221e-06,3.759894530168356e-12
sub-12,ses-S1,0b,63,-4.389950972828638e-06,2.80452437730119e-12
sub-12,ses-S1,0b,64,-3.271232156880485e-07,3.737306159557685e-12
sub-12,ses-S1,0b,65,-3.188811735479903e-07,1.9256271891526593e-12
sub-12,ses-S1,0b,66,2.0410202507469365e-06,1.3517523155147699e-12
sub-12,ses-S1,0b,67,1.1381625127397883e-05,3.996772185828166e-12
sub-12,ses-S1,0b,68,3.370944858946634e-06,1.7530106202411833e-12
sub-12,ses-S1,0b,69,1.2678596250732652e-05,2.6495381929610305e-12
sub-12,ses-S1,0b,70,-3.4259157032293545e-06,1.6135271352625007e-12
sub-12,ses-S1,0b,71,1.1051277354274075e-06,9.223645936486384e-13
sub-12,ses-S1,0b,72,1.6729203060513786e-06,1.0468117496973178e-12
sub-12,ses-S1,0b,73,-9.518382088861699e-07,2.3930482190179065e-12
sub-12,ses-S1,0b,74,3.356267288871726e-06,3.0665547641833954e-12
sub-12,ses-S1,0b,75,-2.254138948619369e-06,7.400164980215359e-13
sub-12,ses-S1,0b,76,1.2669357634610114e-06,1.1520772376851127e-12
sub-12,ses-S1,0b,77,-9.231434987547262e-06,2.5197269984307226e-12
sub-12,ses-S1,0b,78,-5.447892244428392e-06,9.10844387892639e-13
sub-12,ses-S1,0b,79,-2.2170361696477076e-07,1.1476027103776014e-12
sub-12,ses-S1,0b,80,3.3078057484829765e-06,1.3660796345580691e-12
sub-12,ses-S1,0b,81,1.1675485719281448e-06,4.3042072120610836e-13
sub-12,ses-S1,0b,82,-9.60034766878297e-06,1.3323119331850965e-12
sub-12,ses-S1,0b,83,1.7887102093993066e-06,1.7860583272924457e-12
sub-12,ses-S1,0b,84,-2.4003485718037583e-06,1.4630312939688977e-12
sub-12,ses-S1,0b,85,2.699509809249931e-06,1.659028563442776e-12
sub-12,ses-S1,0b,86,8.126679170887742e-06,1.2179895696237205e-12
sub-12,ses-S1,0b,87,4.7630494424358115e-06,7.818280889097744e-13
sub-12,ses-S1,0b,88,3.191148510864681e-06,9.590255756543763e-13
sub-12,ses-S1,0b,89,3.054614752269841e-06,7.031390183368562e-13
sub-12,ses-S1,0b,90,-2.571275582968547e-06,1.4237634903866864e-12
sub-12,ses-S1,0b,91,-3.7095584937658805e-07,1.2942571327692672e-12
sub-12,ses-S1,0b,92,-5.499963747011004e-06,2.1167396940305796e-12
sub-12,ses-S1,0b,93,1.6307187415579012e-06,1.6527763704012844e-12
sub-12,ses-S1,0b,94,3.7110829904845496e-07,8.489048977607895e-13
sub-12,ses-S1,0b,95,4.398997540722559e-06,9.172460528696993e-13
sub-12,ses-S1,0b,96,5.697036210361307e-06,1.4942645494382407e-12
sub-12,ses-S1,0b,97,-4.472805717147698e-06,3.4992476522281296e-12
sub-12,ses-S1,0b,98,-5.962926787188117e-07,2.323916423992688e-12
sub-12,ses-S1,0b,99,1.7738542883462534e-06,2.9052784776443266e-13
sub-12,ses-S1,0b,100,-1.5556466371560381e-06,1.6269775426189949e-12
sub-12,ses-S1,0b,101,-1.577697419623824e-06,1.2999892868560785e-12
sub-12,ses-S1,0b,102,3.2549975301549354e-06,5.788496516194652e-13
sub-12,ses-S1,0b,103,-1.042066460394115e-06,1.4387964612416378e-12
sub-12,ses-S1,0b,104,1.5649850800912175e-06,3.4808721804312933e-12
sub-12,ses-S1,0b,105,-7.38703975665468e-06,2.095108845285138e-12
sub-12,ses-S1,0b,106,-5.449754298314852e-06,9.884913324260482e-13
sub-12,ses-S1,0b,107,-4.422844749900778e-06,8.692292136701152e-13
sub-12,ses-S1,0b,108,1.2581378689917763e-06,2.6186843142737523e-12
sub-12,ses-S1,0b,109,-1.5357519676091036e-06,2.443062626543829e-12
sub-12,ses-S1,0b,110,2.885932982386307e-06,1.1529065781713455e-12
sub-12,ses-S1,0b,111,5.338801173724266e-06,6.574082956183685e-13
sub-12,ses-S1,0b,112,-1.948007316682605e-06,9.597182105989421e-13
sub-12,ses-S1,0b,113,5.309329309478352e-06,4.756294799586709e-13
sub-12,ses-S1,0b,114,5.018060423495741e-06,1.3811145203248904e-12
sub-12,ses-S1,0b,115,-1.997397497253866e-06,1.570223906427779e-12
sub-12,ses-S1,0b,116,2.737966004318511e-06,3.718133462317371e-13
sub-12,ses-S1,0b,117,3.266904565494727e-06,1.318317656747976e-12
sub-12,ses-S1,0b,118,3.663156432800614e-06,1.9084815755675582e-12
sub-12,ses-S1,0b,119,-2.8514674665596568e-06,2.192748508969078e-12
sub-12,ses-S1,0b,120,4.197079334922375e-06,1.0311356342719205e-12
sub-12,ses-S1,0b,121,2.528147182119439e-06,1.020915742724391e-12
sub-12,ses-S1,0b,122,3.055654540175736e-06,2.7615987258451523e-12
sub-12,ses-S1,0b,123,1.5178087341722488e-06,7.272705319670351e-13
sub-12,ses-S1,0b,124,-9.150764771747036e-07,6.893589737669343e-13
sub-12,ses-S1,0b,125,1.2688558865101786e-06,1.2597017302189022e-12
sub-12,ses-S1,0b,126,9.46842216891503e-06,1.1193260810840655e-12
sub-12,ses-S1,0b,127,6.445080479228462e-06,1.1913178221083908e-12
sub-12,ses-S1,0b,128,8.181567975140857e-06,2.9098137228844838e-12
sub-12,ses-S1,0b,129,-3.138983634927985e-06,1.0128763847097788e-12
sub-12,ses-S1,0b,130,1.7142735314651304e-06,1.4048088473226735e-12
sub-12,ses-S1,0b,131,-1.0039361871439693e-06,1.4008268953962498e-12
sub-12,ses-S1,0b,132,-3.4213472729523155e-06,2.950804538472817e-12
sub-12,ses-S1,0b,133,2.341510707352957e-06,2.4430473075233953e-12
sub-12,ses-S1,0b,134,7.820447206264333e-06,2.3394879758515427e-12
sub-12,ses-S1,0b,135,-3.0377440124284303e-06,6.2976199063255426e-12
sub-12,ses-S1,0b,136,2.6345199207989356e-06,2.1305575902403165e-12
sub-12,ses-S1,0b,137,-2.113611814833061e-07,1.3249838732829834e-12
sub-12,ses-S1,0b,138,-3.22236872179363e-06,2.9135668771834336e-12
sub-12,ses-S1,0b,139,-8.478446016544074e-06,6.332648678118784e-13
sub-12,ses-S1,0b,140,6.020091017143039e-06,7.403964054578172e-13
sub-12,ses-S1,0b,141,5.7288645088426156e-06,1.2240996703839505e-12
sub-12,ses-S1,0b,142,-4.621130171469325e-06,1.975536399483891e-12
sub-12,ses-S1,0b,143,2.7617948581271275e-06,1.510769419927238e-12
sub-12,ses-S1,0b,144,-3.0023114339640026e-06,1.478594054908335e-12
sub-12,ses-S1,0b,145,-1.249875199423016e-06,2.076962862411884e-12
sub-12,ses-S1,0b,146,-1.538365578166474e-06,4.330906032656029e-12
sub-12,ses-S1,0b,147,-8.568577484687178e-07,1.9791304532280745e-12
sub-12,ses-S1,0b,148,7.474166613043317e-06,9.256883856332565e-13
sub-12,ses-S1,0b,149,-5.990186409500142e-06,1.0259941955891225e-12
sub-12,ses-S1,0b,150,-1.8480227479663055e-06,1.0474430341298153e-12
sub-12,ses-S1,0b,151,4.22265349296635e-06,1.1833523238126593e-12
sub-12,ses-S1,0b,152,-2.4721619458406757e-07,1.7208213171917095e-12
sub-12,ses-S1,0b,153,3.2695988214094056e-06,2.52512981197763e-12
sub-12,ses-S1,0b,154,2.394754774883292e-08,3.558955863747488e-12
sub-12,ses-S1,0b,155,-4.075273568060584e-06,6.953389850376691e-13
sub-12,ses-S1,0b,156,-2.266224723232344e-07,3.4542444552918942e-12
sub-12,ses-S1,0b,157,1.7527959468335138e-08,3.0249371199665706e-12
sub-12,ses-S1,0b,158,4.672863706475847e-06,2.904522802595689e-12
sub-12,ses-S1,0b,159,8.081933897467234e-07,1.2939554616645238e-12
sub-12,ses-S1,0b,160,2.517643725930713e-06,2.5310504766036573e-12
sub-12,ses-S1,0b,161,-2.626052055252849e-08,1.3653998023888268e-12
sub-12,ses-S1,0b,162,-5.338373837817208e-07,6.30955712359359e-13
sub-12,ses-S1,0b,163,2.5027520891737266e-06,1.8341285942343508e-12
sub-12,ses-S1,0b,164,-2.8270945114365486e-06,1.5247220585177758e-12
sub-12,ses-S1,0b,165,1.81165361104579e-06,1.6123658278487043e-12
sub-12,ses-S1,0b,166,-5.181781585061578e-07,5.725388432494833e-12
sub-12,ses-S1,0b,167,3.986373356246434e-06,1.7581323542787253e-12
sub-12,ses-S1,0b,168,-2.740459032389666e-06,2.300047028567693e-12
sub-12,ses-S1,0b,169,-6.996803009444405e-07,1.549856680006472e-12
sub-12,ses-S1,0b,170,-9.534517318404386e-07,7.364785315173343e-13
sub-12,ses-S1,0b,171,-5.992822817992372e-06,1.5843544939156447e-12
sub-12,ses-S1,0b,172,-2.551467139114732e-07,2.4865731535812883e-12
sub-12,ses-S1,0b,173,-3.450478039862177e-06,2.2249895750366504e-12
sub-12,ses-S1,0b,174,1.4768389885215935e-05,1.9250900407604316e-12
sub-12,ses-S1,0b,175,-1.324186178505519e-05,1.420631415826429e-12
sub-12,ses-S1,0b,176,-2.7345262030648066e-08,1.065260601497377e-12
sub-12,ses-S1,0b,177,-7.01003227057849e-07,9.906793745612988e-13
sub-12,ses-S1,0b,178,4.854250998081491e-06,8.859532276008641e-13
sub-12,ses-S1,0b,179,-4.0123254309228736e-06,1.6856099454965219e-12
sub-12,ses-S1,0b,180,1.1130927000807906e-08,1.8074886836545745e-12
sub-12,ses-S1,0b,181,2.3169851938472023e-06,1.7267078676996995e-12
sub-12,ses-S1,0b,182,-2.1532286164013556e-06,3.260225386261997e-12
sub-12,ses-S1,0b,183,4.723140241031595e-06,9.917018808750886e-13
sub-12,ses-S1,0b,184,1.8038694056370345e-05,2.6411744814137152e-12
sub-12,ses-S1,1b,1,1.711823881617506e-05,5.329570504590295e-13
sub-12,ses-S1,1b,2,6.569407725851093e-08,1.0623941689066846e-12
sub-12,ses-S1,1b,3,-4.387327041940667e-06,1.2094780051379282e-12
sub-12,ses-S1,1b,4,-4.4628893508757836e-06,1.3053358542627628e-12
sub-12,ses-S1,1b,5,1.3664179577952407e-06,1.799424513805861e-12
sub-12,ses-S1,1b,6,-4.267933764539504e-06,1.3801167925116211e-12
sub-12,ses-S1,1b,7,8.239700587612182e-06,4.590929233074932e-13
sub-12,ses-S1,1b,8,-1.4501934017272203e-06,1.0006851353188676e-12
sub-12,ses-S1,1b,9,1.1263040858649913e-06,1.6485793682834353e-12
sub-12,ses-S1,1b,10,-1.6261372472731238e-06,6.531990039769675e-13
sub-12,ses-S1,1b,11,-3.4012872849045143e-06,2.7424937019404095e-12
sub-12,ses-S1,1b,12,-3.050098747941299e-06,1.7861922197047348e-12
sub-12,ses-S1,1b,13,9.680668656631254e-07,9.688957321940271e-13
sub-12,ses-S1,1b,14,6.403131697920729e-06,6.927843243041957e-13
sub-12,ses-S1,1b,15,-4.060837926438838e-06,7.228235725470081e-13
sub-12,ses-S1,1b,16,2.5549728042307882e-06,8.761567426266358e-13
sub-12,ses-S1,1b,17,-2.0432581916634035e-06,9.068227421833605e-13
sub-12,ses-S1,1b,18,4.194406616670662e-06,1.7036063380648678e-12
sub-12,ses-S1,1b,19,5.074119361742055e-06,6.057760059312393e-13
sub-12,ses-S1,1b,20,2.7097472349253446e-06,9.072828952428575e-13
